State,Year,Data.Population,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Violent.Robbery
Alabama,1960,3266740,11626,19344,898
Alabama,1961,3302000,11205,18801,630
Alabama,1962,3358000,11722,21306,754
Alabama,1963,3347000,12614,22874,828
Alabama,1964,3407000,15898,26713,992
Alabama,1965,3462000,16398,28115,992
Alabama,1966,3517000,18551,30583,1124
Alabama,1967,3540000,20227,31682,1167
Alabama,1968,3566000,22403,34508,1462
Alabama,1969,3531000,23559,36644,1448
Alabama,1970,3444165,26739,40779,1731
Alabama,1971,3479000,27547,40841,2005
Alabama,1972,3510000,27714,38493,2407
Alabama,1973,3539000,31754,39206,2809
Alabama,1974,3577000,37841,46813,3562
Alabama,1975,3614000,42059,59470,4446
Alabama,1976,3665000,42879,72832,3520
Alabama,1977,3690000,41901,69442,3572
Alabama,1978,3742000,46001,74387,3708
Alabama,1979,3769000,48517,83791,4127
Alabama,1980,3861466,58952,102029,5102
Alabama,1981,3916000,56811,105471,4952
Alabama,1982,3943000,49531,104740,4417
Alabama,1983,3959000,42485,94279,3895
Alabama,1984,3990000,39970,89198,3833
Alabama,1985,4021000,41612,88108,4237
Alabama,1986,4053000,46974,93396,4523
Alabama,1987,4083000,48927,99260,4581
Alabama,1988,4127000,50920,103282,4860
Alabama,1989,4118000,47224,106771,5515
Alabama,1990,4040587,44585,111336,5805
Alabama,1991,4089000,51873,118151,6246
Alabama,1992,4136000,49053,117801,6819
Alabama,1993,4187000,45578,111878,6677
Alabama,1994,4219000,44064,119951,7223
Alabama,1995,4253000,43586,120967,7900
Alabama,1996,4273000,42821,123350,7124
Alabama,1997,4319000,43786,127616,6931
Alabama,1998,4352000,41965,120943,5698
Alabama,1999,4369862,38648,119616,5297
Alabama,2000,4447100,40331,127399,5702
Alabama,2001,4468912,40642,119992,5584
Alabama,2002,4478896,42578,123932,5962
Alabama,2003,4503726,43245,124039,6038
Alabama,2004,4525375,44666,123650,6042
Alabama,2005,4548327,43473,120780,6447
Alabama,2006,4599030,44780,121451,7062
Alabama,2007,4627851,45379,124465,7398
Alabama,2008,4661900,50411,126539,7346
Alabama,2009,4708708,48844,118072,6265
Alabama,2010,4785401,42484,115564,4864
Alabama,2011,4803689,51119,111411,4906
Alabama,2012,4822023,47481,111523,5020
Alabama,2013,4833722,42429,108993,4648
Alabama,2014,4849377,39715,104238,4701
Alabama,2015,4858979,35255,99156,4611
Alabama,2016,4863300,34065,97574,4686
Alabama,2017,4874747,31477,99842,4217
Alabama,2018,4887871,28841,95747,4076
Alabama,2019,4903185,26079,92477,3941
Alaska,1960,226167,751,2195,64
Alaska,1961,234000,891,2223,29
Alaska,1962,246000,865,2424,34
Alaska,1963,248000,946,3010,55
Alaska,1964,250000,1109,3046,53
Alaska,1965,253000,1403,3777,101
Alaska,1966,272000,1613,4354,98
Alaska,1967,272000,1873,4436,96
Alaska,1968,277000,2070,5307,146
Alaska,1969,282000,2455,6195,190
Alaska,1970,302173,2387,6595,217
Alaska,1971,313000,2656,7631,210
Alaska,1972,325000,3155,8577,216
Alaska,1973,330000,3852,9456,221
Alaska,1974,337000,3932,10016,298
Alaska,1975,352000,4275,12399,456
Alaska,1976,382000,4653,13969,477
Alaska,1977,407000,5420,13715,394
Alaska,1978,403000,5397,14522,368
Alaska,1979,406000,5616,15076,445
Alaska,1980,440142,5545,14916,360
Alaska,1981,412000,5479,16310,472
Alaska,1982,438000,5204,16672,586
Alaska,1983,479000,5720,17085,465
Alaska,1984,500000,6184,18140,547
Alaska,1985,521000,6209,18220,484
Alaska,1986,534000,6204,20879,470
Alaska,1987,525000,5093,18195,384
Alaska,1988,513000,4321,15911,374
Alaska,1989,527000,4358,15811,356
Alaska,1990,550043,4919,17428,422
Alaska,1991,570000,5582,20375,645
Alaska,1992,587000,5170,20728,640
Alaska,1993,599000,4893,21201,733
Alaska,1994,606000,4848,21824,886
Alaska,1995,604000,5055,21891,937
Alaska,1996,607000,5118,20557,710
Alaska,1997,609000,4276,20780,648
Alaska,1998,614000,4098,18611,532
Alaska,1999,619500,3787,16654,566
Alaska,2000,626932,3899,16838,490
Alaska,2001,633630,3847,16695,514
Alaska,2002,641482,3908,17739,489
Alaska,2003,648280,3874,18051,446
Alaska,2004,657755,3773,16159,447
Alaska,2005,663253,4131,17249,537
Alaska,2006,670053,4155,17284,600
Alaska,2007,683478,3734,16929,581
Alaska,2008,686293,3237,15225,645
Alaska,2009,698473,3600,15251,654
Alaska,2010,714146,3105,15535,594
Alaska,2011,723860,2852,14854,576
Alaska,2012,731449,2950,15565,630
Alaska,2013,735132,2916,16599,624
Alaska,2014,736732,3150,15445,629
Alaska,2015,738432,3511,15249,761
Alaska,2016,741894,4053,17766,850
Alaska,2017,739795,4171,17775,951
Alaska,2018,737438,3979,16364,896
Alaska,2019,731545,3563,15114,826
Arizona,1960,1302161,8926,23207,706
Arizona,1961,1391000,10262,26099,786
Arizona,1962,1509000,11693,28605,851
Arizona,1963,1559000,12944,31213,897
Arizona,1964,1581000,13726,35190,967
Arizona,1965,1608000,13129,36208,895
Arizona,1966,1618000,15066,42555,898
Arizona,1967,1634000,18583,49923,1224
Arizona,1968,1670000,19496,50471,1448
Arizona,1969,1693000,22053,53231,1692
Arizona,1970,1772482,26464,62918,2130
Arizona,1971,1849000,26549,67566,2095
Arizona,1972,1945000,31429,66883,2350
Arizona,1973,2058000,40301,76560,3031
Arizona,1974,2153000,54557,97286,4396
Arizona,1975,2224000,56265,105588,3780
Arizona,1976,2270000,53722,105389,2949
Arizona,1977,2296000,53866,102571,3173
Arizona,1978,2354000,49023,106042,3835
Arizona,1979,2450000,48916,116976,4305
Arizona,1980,2715357,58527,132814,5258
Arizona,1981,2793000,57655,127469,4961
Arizona,1982,2860000,53861,124723,4537
Arizona,1983,2963000,49440,114721,3923
Arizona,1984,3053000,52327,118604,4003
Arizona,1985,3187000,59585,135720,4670
Arizona,1986,3317000,63278,143845,5614
Arizona,1987,3386000,55059,153296,4687
Arizona,1988,3466000,54773,167121,4750
Arizona,1989,3556000,59284,181574,4944
Arizona,1990,3665228,61206,172375,5897
Arizona,1991,3750000,60281,159987,6215
Arizona,1992,3832000,54095,158053,5867
Arizona,1993,3936000,57684,172689,6412
Arizona,1994,4075000,60157,190649,6601
Arizona,1995,4218000,59762,207763,7329
Arizona,1996,4428000,55630,188300,7429
Arizona,1997,4555000,60077,195045,7547
Arizona,1998,4669000,56473,183137,7715
Arizona,1999,4778332,49423,167731,7288
Arizona,2000,5130632,51902,176705,7504
Arizona,2001,5306966,54821,186850,8868
Arizona,2002,5441125,59087,201541,8000
Arizona,2003,5579222,58613,198725,7619
Arizona,2004,5739879,56885,179012,7721
Arizona,2005,5953007,56328,176112,8579
Arizona,2006,6166318,59418,178321,9491
Arizona,2007,6338755,59988,177076,9764
Arizona,2008,6500180,58606,169460,9809
Arizona,2009,6595778,54308,155976,8199
Arizona,2010,6413158,50932,154137,6953
Arizona,2011,6467315,54695,155400,7145
Arizona,2012,6553255,52934,159838,7386
Arizona,2013,6626624,48533,159272,6702
Arizona,2014,6731484,43562,154091,6249
Arizona,2015,6828065,37957,152365,6360
Arizona,2016,6931071,37736,150275,7055
Arizona,2017,7016270,37627,147830,7440
Arizona,2018,7171646,31532,141303,6523
Arizona,2019,7278717,28699,130788,6410
Arkansas,1960,1786272,5399,10250,443
Arkansas,1961,1797000,5536,10211,446
Arkansas,1962,1823000,5683,11169,400
Arkansas,1963,1858000,6087,12315,466
Arkansas,1964,1933000,7135,14622,565
Arkansas,1965,1960000,6344,14254,465
Arkansas,1966,1955000,7044,15140,574
Arkansas,1967,1968000,8735,17301,693
Arkansas,1968,2012000,11463,21506,796
Arkansas,1969,1995000,12989,24069,885
Arkansas,1970,1923295,14606,25388,877
Arkansas,1971,1944000,14014,24173,947
Arkansas,1972,1978000,14541,24891,1084
Arkansas,1973,2037000,18088,29204,1456
Arkansas,1974,2062000,22170,35989,1664
Arkansas,1975,2116000,22791,41199,1854
Arkansas,1976,2109000,19771,42474,1618
Arkansas,1977,2144000,20852,39924,1784
Arkansas,1978,2186000,21140,42647,1748
Arkansas,1979,2180000,21457,45267,1626
Arkansas,1980,2284037,25559,49558,1848
Arkansas,1981,2294000,24732,50959,1776
Arkansas,1982,2291000,24547,52450,1805
Arkansas,1983,2328000,22380,48140,1614
Arkansas,1984,2349000,20810,46807,1587
Arkansas,1985,2359000,22207,49957,1617
Arkansas,1986,2372000,24429,54677,1890
Arkansas,1987,2388000,25743,60862,1890
Arkansas,1988,2422000,26443,60363,2037
Arkansas,1989,2406000,28738,63084,2660
Arkansas,1990,2350725,28464,66630,2661
Arkansas,1991,2372000,29093,71487,3217
Arkansas,1992,2399000,26214,66288,3011
Arkansas,1993,2424000,26646,67767,3027
Arkansas,1994,2453000,26911,68478,3158
Arkansas,1995,2484000,24763,69935,3122
Arkansas,1996,2510000,23925,73010,2864
Arkansas,1997,2523000,25568,72253,2814
Arkansas,1998,2538000,23559,65525,2442
Arkansas,1999,2551373,21692,63927,2024
Arkansas,2000,2673400,21443,69740,2001
Arkansas,2001,2694698,22196,69590,2181
Arkansas,2002,2706268,23229,71129,2524
Arkansas,2003,2727774,25016,68061,2227
Arkansas,2004,2750000,30151,74242,2372
Arkansas,2005,2775708,30118,75510,2532
Arkansas,2006,2810872,31864,72646,2749
Arkansas,2007,2834797,32035,73096,3105
Arkansas,2008,2855390,33912,69905,2777
Arkansas,2009,2889450,34753,68228,2576
Arkansas,2010,2921588,32463,65796,2369
Arkansas,2011,2938582,34016,70645,2357
Arkansas,2012,2949131,31890,70327,2320
Arkansas,2013,2959373,30485,70450,2258
Arkansas,2014,2966369,24790,68627,2050
Arkansas,2015,2978204,22640,68424,2098
Arkansas,2016,2988248,23771,66747,2120
Arkansas,2017,3004279,21862,63374,1935
Arkansas,2018,3013825,19193,61487,1594
Arkansas,2019,3017804,18095,60735,1557
California,1960,15717204,143102,311956,15287
California,1961,16397000,146615,319834,14832
California,1962,16970000,158523,348373,15598
California,1963,17590000,175703,384289,16458
California,1964,18084000,196883,427960,18667
California,1965,18602000,225007,444217,21081
California,1966,18918000,241666,474122,22317
California,1967,19153000,276958,526477,28539
California,1968,19221000,316081,582838,36991
California,1969,19443000,325891,638249,39240
California,1970,19953134,349788,682811,41277
California,1971,20223000,392277,711417,47626
California,1972,20468000,398960,663568,48829
California,1973,20601000,407824,643488,49531
California,1974,20907000,433194,737067,52822
California,1975,21185000,469726,784639,59827
California,1976,21520000,467980,806086,59318
California,1977,21896000,468452,766317,62852
California,1978,22294000,488966,777783,68235
California,1979,22696000,496310,847148,75767
California,1980,23532680,545138,913070,90420
California,1981,24159000,540806,921939,93781
California,1982,24724000,499466,935831,91988
California,1983,25174000,460460,867123,85826
California,1984,25622000,443094,857328,83924
California,1985,26365000,448506,890967,86387
California,1986,26981000,457698,913004,92512
California,1987,27663000,419969,896335,83341
California,1988,28168000,407631,933636,86141
California,1989,29063000,410468,972603,96431
California,1990,29760021,400392,951580,112208
California,1991,30380000,424656,986120,124939
California,1992,30867000,427491,968534,130897
California,1993,31211000,414182,945407,126436
California,1994,31431000,384257,929640,112160
California,1995,31589000,353895,902456,104611
California,1996,31878000,312212,830457,94222
California,1997,32268000,299240,784405,81468
California,1998,32667000,269012,724262,68782
California,1999,33145121,223814,660991,60039
California,2000,33871648,222293,651855,60249
California,2001,34600463,232273,697739,64614
California,2002,35001986,238428,715692,64968
California,2003,35462712,242274,731486,63770
California,2004,35842038,245903,728687,61768
California,2005,36154147,250521,692467,63622
California,2006,36457549,247230,669103,71142
California,2007,36553215,237850,654526,70706
California,2008,36756666,237811,650656,69388
California,2009,36961664,230198,615402,64093
California,2010,37338198,228857,600558,58116
California,2011,37683933,230075,596905,54291
California,2012,38041430,245767,635090,56521
California,2013,38332521,232058,621557,53640
California,2014,38802500,202670,592670,48680
California,2015,39144818,197404,656517,52862
California,2016,39250017,188304,637010,54789
California,2017,39536653,176690,642033,56622
California,2018,39557045,164632,621775,54326
California,2019,39512223,152555,626802,52301
Colorado,1960,1753947,9996,21949,1362
Colorado,1961,1781000,11681,23551,1633
Colorado,1962,1907000,12988,28740,1624
Colorado,1963,1961000,13149,30465,1340
Colorado,1964,1966000,13367,31829,1323
Colorado,1965,1969000,12817,32532,1073
Colorado,1966,1977000,14057,36205,1064
Colorado,1967,1975000,15590,39885,1342
Colorado,1968,2048000,18780,46326,1977
Colorado,1969,2100000,23798,53743,2324
Colorado,1970,2207259,30481,66043,2849
Colorado,1971,2283000,33104,71423,3080
Colorado,1972,2357000,37242,71154,3332
Colorado,1973,2437000,38963,70931,3970
Colorado,1974,2496000,46005,83722,4137
Colorado,1975,2534000,50710,94873,4412
Colorado,1976,2583000,48558,104443,3608
Colorado,1977,2619000,50684,102225,4471
Colorado,1978,2670000,49917,106185,4251
Colorado,1979,2772000,49741,117898,4353
Colorado,1980,2878407,58455,124514,4608
Colorado,1981,2963000,60197,129658,4726
Colorado,1982,3045000,53260,134873,4587
Colorado,1983,3139000,48101,133271,3968
Colorado,1984,3178000,49619,128859,3623
Colorado,1985,3231000,56480,137868,4012
Colorado,1986,3267000,58531,138219,4731
Colorado,1987,3296000,50580,132266,3916
Colorado,1988,3290000,45503,128331,3250
Colorado,1989,3317000,41475,128195,2984
Colorado,1990,3294394,39822,128172,2985
Colorado,1991,3377000,39117,132717,3628
Colorado,1992,3470000,37853,131169,4180
Colorado,1993,3566000,36011,124787,4160
Colorado,1994,3656000,33843,127600,3910
Colorado,1995,3747000,35001,136184,3604
Colorado,1996,3823000,34436,130576,3755
Colorado,1997,3893000,30994,119801,3242
Colorado,1998,3971000,31231,115871,3238
Colorado,1999,4056133,26979,109228,3056
Colorado,2000,4301261,27133,112843,3034
Colorado,2001,4430989,28533,121360,3555
Colorado,2002,4501051,31678,125193,3579
Colorado,2003,4547633,32394,124496,3738
Colorado,2004,4601821,33010,123308,3739
Colorado,2005,4663295,34746,127602,3948
Colorado,2006,4753377,32411,110372,3824
Colorado,2007,4861515,28633,100519,3461
Colorado,2008,4939456,28054,97937,3404
Colorado,2009,5024748,26637,95079,3371
Colorado,2010,5047692,26196,97534,3164
Colorado,2011,5116302,25725,96054,3299
Colorado,2012,5187582,26157,101021,3395
Colorado,2013,5268367,25081,102443,3151
Colorado,2014,5355866,23472,99464,3039
Colorado,2015,5456574,23454,104682,3323
Colorado,2016,5540545,23903,108336,3528
Colorado,2017,5607154,22813,106809,3838
Colorado,2018,5695564,21371,109119,3797
Colorado,2019,5758736,20064,107012,3663
Connecticut,1960,2535234,8452,16653,236
Connecticut,1961,2614000,9526,18712,238
Connecticut,1962,2597000,10259,19741,258
Connecticut,1963,2666000,12553,23397,366
Connecticut,1964,2766000,14713,27755,414
Connecticut,1965,2832000,15959,27862,546
Connecticut,1966,2875000,17728,29919,601
Connecticut,1967,2925000,21987,32543,941
Connecticut,1968,2959000,28538,42034,1332
Connecticut,1969,3000000,29624,49891,1696
Connecticut,1970,3032217,32874,53084,2136
Connecticut,1971,3081000,32884,56875,2563
Connecticut,1972,3082000,29489,54798,2437
Connecticut,1973,3076000,31661,58742,2589
Connecticut,1974,3088000,41808,70252,2850
Connecticut,1975,3095000,46815,80581,4069
Connecticut,1976,3117000,43135,86832,3831
Connecticut,1977,3108000,41833,81450,4026
Connecticut,1978,3099000,42207,80500,4798
Connecticut,1979,3115000,48229,96997,6021
Connecticut,1980,3095224,52638,95631,6749
Connecticut,1981,3132000,52990,96927,7709
Connecticut,1982,3153000,44481,96640,6574
Connecticut,1983,3138000,39988,89421,6296
Connecticut,1984,3154000,35607,84630,6009
Connecticut,1985,3174000,36041,86524,6032
Connecticut,1986,3189000,38190,87963,6129
Connecticut,1987,3211000,39120,90852,5720
Connecticut,1988,3241000,39477,91079,6080
Connecticut,1989,3239000,40035,91483,6956
Connecticut,1990,3287116,40355,94485,7717
Connecticut,1991,3291000,39198,93384,7384
Connecticut,1992,3281000,36372,89463,6918
Connecticut,1993,3277000,32052,85876,6447
Connecticut,1994,3275000,29142,84721,6150
Connecticut,1995,3275000,29095,87401,5345
Connecticut,1996,3274000,27574,81328,5552
Connecticut,1997,3270000,24143,78821,4999
Connecticut,1998,3274000,21801,77472,4379
Connecticut,1999,3282031,19298,69299,4054
Connecticut,2000,3405565,17436,68498,3832
Connecticut,2001,3434602,17159,65762,4183
Connecticut,2002,3458587,17111,64735,4069
Connecticut,2003,3486960,16043,65568,4212
Connecticut,2004,3498966,15959,66770,4188
Connecticut,2005,3500701,15245,64416,3933
Connecticut,2006,3504809,15583,64765,4460
Connecticut,2007,3502309,15640,60937,4303
Connecticut,2008,3501252,15107,63212,4043
Connecticut,2009,3518288,15172,59992,4001
Connecticut,2010,3575498,15145,56413,3553
Connecticut,2011,3586717,15468,55067,3689
Connecticut,2012,3590347,14711,55674,3687
Connecticut,2013,3596080,12892,51876,3530
Connecticut,2014,3596677,11955,51005,3159
Connecticut,2015,3590886,10053,48675,2892
Connecticut,2016,3576452,10045,47512,2703
Connecticut,2017,3588184,8890,47310,2813
Connecticut,2018,3572665,7948,44724,2194
Connecticut,2019,3565287,6441,38457,1929
Delaware,1960,446292,2661,5867,157
Delaware,1961,458000,2711,5885,124
Delaware,1962,469000,2814,6479,140
Delaware,1963,476000,3366,6559,181
Delaware,1964,491000,3313,7211,203
Delaware,1965,505000,3272,7062,286
Delaware,1966,512000,3903,7469,300
Delaware,1967,524000,4360,7861,343
Delaware,1968,534000,4726,8647,561
Delaware,1969,540000,4737,10043,635
Delaware,1970,548104,5789,12718,578
Delaware,1971,558000,7759,14902,804
Delaware,1972,565000,7059,13544,735
Delaware,1973,576000,7024,14552,520
Delaware,1974,573000,8697,19825,733
Delaware,1975,579000,10574,22737,910
Delaware,1976,582000,8978,22790,749
Delaware,1977,582000,9793,21408,914
Delaware,1978,583000,9466,22111,848
Delaware,1979,582000,8890,23081,753
Delaware,1980,594779,9698,25077,815
Delaware,1981,598000,9627,24759,844
Delaware,1982,602000,8698,23891,737
Delaware,1983,606000,7414,20908,699
Delaware,1984,613000,6678,19747,711
Delaware,1985,622000,6826,19638,773
Delaware,1986,633000,6598,19562,786
Delaware,1987,644000,6572,20453,789
Delaware,1988,660000,6868,19824,784
Delaware,1989,673000,6072,20294,934
Delaware,1990,666168,6465,21922,1098
Delaware,1991,680000,7668,24836,1460
Delaware,1992,689000,6598,20419,1042
Delaware,1993,700000,6244,20853,1307
Delaware,1994,706000,6198,20828,1141
Delaware,1995,717000,6491,22329,1425
Delaware,1996,725000,5830,21665,1304
Delaware,1997,732000,6421,25904,1783
Delaware,1998,744000,6395,24649,1445
Delaware,1999,753538,5245,22634,1492
Delaware,2000,783600,5216,21360,1394
Delaware,2001,796599,5144,19476,1156
Delaware,2002,805945,5355,18555,1154
Delaware,2003,818166,6066,18933,1441
Delaware,2004,830069,5669,19285,1343
Delaware,2005,841741,5811,18085,1306
Delaware,2006,853476,6337,20449,1791
Delaware,2007,864764,6420,20454,1763
Delaware,2008,873092,6783,22045,1847
Delaware,2009,885122,6943,20836,1680
Delaware,2010,899792,7550,21593,1839
Delaware,2011,908137,7617,22001,1558
Delaware,2012,917092,7371,21832,1492
Delaware,2013,925749,6131,20916,1226
Delaware,2014,935614,5768,20865,1269
Delaware,2015,945934,4773,19501,1235
Delaware,2016,952065,5023,19791,1359
Delaware,2017,961939,3970,18138,1082
Delaware,2018,967171,3158,17847,866
Delaware,2019,973764,2968,17359,790
District of Columbia,1960,763956,4587,9905,1072
District of Columbia,1961,763956,4902,9732,1348
District of Columbia,1962,784000,5022,9855,1572
District of Columbia,1963,798000,6984,10395,1707
District of Columbia,1964,808000,8910,10920,2279
District of Columbia,1965,803000,9886,12576,2881
District of Columbia,1966,808000,10498,15719,3703
District of Columbia,1967,809000,14702,21425,5759
District of Columbia,1968,809000,17950,22169,8622
District of Columbia,1969,798000,22902,31910,12366
District of Columbia,1970,756510,21740,32638,11816
District of Columbia,1971,741000,18818,26882,11222
District of Columbia,1972,748000,12801,27603,7751
District of Columbia,1973,746000,11801,30781,7171
District of Columbia,1974,723000,14126,25004,7941
District of Columbia,1975,716000,13164,25892,9137
District of Columbia,1976,702000,11869,24506,7044
District of Columbia,1977,690000,11590,25646,6655
District of Columbia,1978,674000,12497,25744,6333
District of Columbia,1979,656000,13452,28819,6920
District of Columbia,1980,635233,16260,31068,8897
District of Columbia,1981,636000,16832,32845,10399
District of Columbia,1982,631000,14774,33435,9137
District of Columbia,1983,623000,12483,29405,7698
District of Columbia,1984,623000,10954,27471,6087
District of Columbia,1985,626000,10005,24874,5230
District of Columbia,1986,626000,10815,25861,4720
District of Columbia,1987,622000,11244,25012,4462
District of Columbia,1988,620000,12300,28624,5690
District of Columbia,1989,604000,11780,29164,6542
District of Columbia,1990,606900,12035,30326,7365
District of Columbia,1991,598000,12405,29182,7269
District of Columbia,1992,589000,10721,30663,7459
District of Columbia,1993,578000,11534,31495,7107
District of Columbia,1994,570000,10037,29711,6311
District of Columbia,1995,554000,10185,32319,6864
District of Columbia,1996,543000,9828,31385,6444
District of Columbia,1997,529000,6963,26809,4501
District of Columbia,1998,523000,6361,24360,3606
District of Columbia,1999,519000,5067,21701,3344
District of Columbia,2000,572059,4745,21655,3554
District of Columbia,2001,573822,4949,22313,3780
District of Columbia,2002,569157,5170,21708,3834
District of Columbia,2003,557620,4671,18119,3941
District of Columbia,2004,554239,3946,14542,3202
District of Columbia,2005,582049,3577,14836,3700
District of Columbia,2006,581530,3835,15908,3829
District of Columbia,2007,588292,3926,17390,4265
District of Columbia,2008,591833,3788,19958,4430
District of Columbia,2009,599657,3696,19267,4404
District of Columbia,2010,604912,4233,19514,4325
District of Columbia,2011,619020,3850,21347,4094
District of Columbia,2012,632323,3519,23556,4036
District of Columbia,2013,646449,3316,24533,4078
District of Columbia,2014,658893,3466,26898,3497
District of Columbia,2015,672228,2971,25200,3742
District of Columbia,2016,681170,2361,27382,3480
District of Columbia,2017,693972,1809,25333,2623
District of Columbia,2018,702455,1788,26343,2415
District of Columbia,2019,705749,1843,26645,2713
Florida,1960,4951560,39966,73603,4005
Florida,1961,5222000,37627,70655,3746
Florida,1962,5459000,40575,78266,3457
Florida,1963,5652000,46604,89034,4017
Florida,1964,5705000,54959,108307,4958
Florida,1965,5805000,55556,107733,5146
Florida,1966,5941000,62839,123424,5933
Florida,1967,5995000,73188,132298,7850
Florida,1968,6160000,81743,147745,9849
Florida,1969,6354000,86308,161291,10345
Florida,1970,6789443,106036,194216,12636
Florida,1971,7041000,118175,215037,13422
Florida,1972,7259000,116516,206962,13745
Florida,1973,7678000,142597,234073,17069
Florida,1974,8090000,185042,318708,22263
Florida,1975,8357000,196358,354374,20031
Florida,1976,8421000,164609,343069,15695
Florida,1977,8452000,157195,324601,15885
Florida,1978,8594000,170061,338299,17701
Florida,1979,8860000,190884,378099,22097
Florida,1980,9567112,239825,424223,34015
Florida,1981,10166000,241536,431222,35473
Florida,1982,10416000,211932,427462,31002
Florida,1983,10680000,191902,400796,28126
Florida,1984,10976000,198446,408153,30311
Florida,1985,11366000,228402,465792,35506
Florida,1986,11675000,259331,510496,42822
Florida,1987,12023000,271346,546466,42869
Florida,1988,12377000,283960,589215,49916
Florida,1989,12671000,289254,583702,51188
Florida,1990,12937926,280832,591210,53928
Florida,1991,13277000,266313,607222,53083
Florida,1992,13488000,254755,598093,49482
Florida,1993,13679000,251063,603784,48913
Florida,1994,13953000,237341,626578,45871
Florida,1995,14166000,215657,612311,42485
Florida,1996,14400000,219056,605448,41643
Florida,1997,14654000,213926,594492,40459
Florida,1998,14916000,203105,579752,36198
Florida,1999,15111244,181378,534105,31969
Florida,2000,15982378,172898,518298,31809
Florida,2001,16373330,176052,516548,32867
Florida,2002,16691701,177242,511478,32581
Florida,2003,16999181,170644,505489,31523
Florida,2004,17385430,166332,482484,29997
Florida,2005,17768191,164783,472912,30141
Florida,2006,18089888,170873,473774,34147
Florida,2007,18251243,181836,490783,38155
Florida,2008,18328340,188472,506902,36268
Florida,2009,18537969,181884,479867,30911
Florida,2010,18838613,169119,458454,26086
Florida,2011,19082262,170171,461408,25622
Florida,2012,19317568,153563,442095,23889
Florida,2013,19552860,138916,433344,23200
Florida,2014,19893297,143220,493647,24914
Florida,2015,20271272,109268,420341,21137
Florida,2016,20612439,100325,410352,20175
Florida,2017,20984400,88853,395453,18597
Florida,2018,21299325,71933,372919,16884
Florida,2019,21477737,63396,358402,16217
Georgia,1960,3943116,15461,27979,974
Georgia,1961,3987000,17439,29746,1129
Georgia,1962,4100000,18872,30436,1301
Georgia,1963,4140000,19400,34843,1410
Georgia,1964,4294000,22706,37954,1445
Georgia,1965,4357000,21236,38428,1297
Georgia,1966,4459000,24580,42070,1555
Georgia,1967,4509000,26667,43900,1682
Georgia,1968,4588000,30317,47858,2181
Georgia,1969,4641000,32555,54897,2895
Georgia,1970,4589575,41301,62812,4395
Georgia,1971,4664000,49003,63173,4858
Georgia,1972,4720000,51056,60689,6340
Georgia,1973,4786000,60726,66558,7565
Georgia,1974,4882000,71394,81078,8617
Georgia,1975,4926000,77867,110762,8204
Georgia,1976,4970000,71984,130130,7076
Georgia,1977,5048000,68205,109554,7094
Georgia,1978,5084000,75022,124880,8454
Georgia,1979,5118000,81579,145758,10939
Georgia,1980,5400851,91773,160764,10670
Georgia,1981,5569000,93121,171170,10938
Georgia,1982,5639000,84469,165049,8716
Georgia,1983,5732000,72614,143398,8267
Georgia,1984,5837000,70310,147251,8414
Georgia,1985,5976000,81070,171950,9812
Georgia,1986,6104000,88695,182171,13056
Georgia,1987,6222000,96572,197302,13014
Georgia,1988,6401000,103106,223768,15593
Georgia,1989,6436000,110215,255578,17450
Georgia,1990,6478216,104905,240623,17067
Georgia,1991,6623000,100317,240359,17762
Georgia,1992,6751000,97402,246619,16863
Georgia,1993,6917000,90423,246849,17154
Georgia,1994,7055000,81406,256208,15703
Georgia,1995,7201000,76324,264872,14777
Georgia,1996,7353000,81968,288803,15100
Georgia,1997,7486000,81320,262263,15473
Georgia,1998,7642000,75720,255459,14308
Georgia,1999,7788240,71429,247834,12962
Georgia,2000,8186453,68488,240440,13250
Georgia,2001,8405677,71799,238484,14402
Georgia,2002,8544005,73932,234591,13432
Georgia,2003,8676460,79001,247196,14043
Georgia,2004,8918129,82992,249426,13656
Georgia,2005,9132553,84463,249594,14041
Georgia,2006,9363941,85140,234445,15511
Georgia,2007,9544750,90294,238436,17291
Georgia,2008,9685744,100564,247709,17808
Georgia,2009,9829211,98606,229216,14631
Georgia,2010,9712157,96947,226161,12372
Georgia,2011,9812460,96014,231543,12266
Georgia,2012,9919945,86789,223004,12463
Georgia,2013,9992167,82258,225315,12488
Georgia,2014,10097343,76428,228034,12417
Georgia,2015,10214860,66374,215867,12247
Georgia,2016,10310371,63344,219625,12205
Georgia,2017,10429379,55374,216661,10044
Georgia,2018,10519475,45369,200609,8279
Georgia,2019,10617423,39506,188967,7961
Hawaii,1960,632772,3328,9369,69
Hawaii,1961,657000,3909,10498,70
Hawaii,1962,693000,4485,10693,120
Hawaii,1963,694000,4944,10812,80
Hawaii,1964,701000,5880,11301,95
Hawaii,1965,711000,6974,13078,133
Hawaii,1966,718000,8111,14152,155
Hawaii,1967,739000,8516,15392,146
Hawaii,1968,778000,10610,19323,176
Hawaii,1969,794000,10360,20692,282
Hawaii,1970,769913,11211,23914,487
Hawaii,1971,789000,11339,25425,734
Hawaii,1972,809000,10805,22029,448
Hawaii,1973,832000,12775,23552,696
Hawaii,1974,847000,15117,29584,1030
Hawaii,1975,865000,15802,29909,1104
Hawaii,1976,887000,16690,32544,1180
Hawaii,1977,895000,17108,35088,1146
Hawaii,1978,897000,17381,39087,1557
