State,Year,Data.Population,Data.Totals.Property.Burglary,Data.Totals.Property.Larceny,Data.Totals.Violent.Robbery
South Carolina,1989,3512000,48914,107845,4574
South Carolina,1990,3486703,48132,115144,5313
South Carolina,1991,3560000,51793,119784,6092
South Carolina,1992,3603000,49669,116186,6148
South Carolina,1993,3643000,47695,117553,6825
South Carolina,1994,3664000,46678,122252,6817
South Carolina,1995,3673000,46083,126416,6461
South Carolina,1996,3699000,47487,129650,6361
South Carolina,1997,3760000,46322,131325,6624
South Carolina,1998,3836000,44600,126412,5943
South Carolina,1999,3885736,39630,119912,5760
South Carolina,2000,4012012,40319,125385,6220
South Carolina,2001,4062125,42611,126742,5987
South Carolina,2002,4103770,43745,123196,5774
South Carolina,2003,4148744,43993,127809,5801
South Carolina,2004,4197892,43739,130991,5468
South Carolina,2005,4246933,42741,126489,5657
South Carolina,2006,4321249,42952,125075,5902
South Carolina,2007,4407709,45398,126802,6354
South Carolina,2008,4479800,45964,126316,6595
South Carolina,2009,4561242,45443,119250,5753
South Carolina,2010,4637106,46261,121544,5017
South Carolina,2011,4673348,47351,122255,4631
South Carolina,2012,4723723,45086,122263,4489
South Carolina,2013,4774839,40958,119511,3972
South Carolina,2014,4832482,36721,117594,3997
South Carolina,2015,4896146,34551,113724,3931
South Carolina,2016,4961119,32976,114032,4035
South Carolina,2017,5024369,31306,115012,3870
South Carolina,2018,5084127,29473,109616,3553
South Carolina,2019,5148714,27461,108953,3294
South Dakota,1960,680514,1687,5363,62
South Dakota,1961,690000,1655,5323,61
South Dakota,1962,721000,1843,5160,62
South Dakota,1963,737000,1818,5458,78
South Dakota,1964,715000,1870,5837,59
South Dakota,1965,703000,1858,6177,65
South Dakota,1966,682000,2175,6964,68
South Dakota,1967,674000,2302,7037,87
South Dakota,1968,657000,2826,7449,127
South Dakota,1969,659000,2801,8063,85
South Dakota,1970,666257,3140,9302,114
South Dakota,1971,670000,3037,9558,122
South Dakota,1972,679000,3210,9751,106
South Dakota,1973,685000,3416,9631,169
South Dakota,1974,682000,4072,11835,139
South Dakota,1975,683000,4561,11597,212
South Dakota,1976,686000,4256,11554,159
South Dakota,1977,689000,3931,11743,123
South Dakota,1978,690000,4138,12186,110
South Dakota,1979,689000,4316,13782,140
South Dakota,1980,688217,4766,15521,138
South Dakota,1981,685000,4348,14587,122
South Dakota,1982,691000,3885,12889,118
South Dakota,1983,700000,3820,12453,111
South Dakota,1984,706000,3529,13102,105
South Dakota,1985,708000,3867,13142,121
South Dakota,1986,708000,3919,13728,115
South Dakota,1987,709000,3787,13673,87
South Dakota,1988,715000,3703,13255,87
South Dakota,1989,715000,3394,14057,84
South Dakota,1990,696004,3671,14678,86
South Dakota,1991,703000,4146,15412,132
South Dakota,1992,711000,3849,15371,120
South Dakota,1993,715000,3927,14915,107
South Dakota,1994,721000,3938,15916,135
South Dakota,1995,729000,3942,15976,189
South Dakota,1996,732000,4077,15532,138
South Dakota,1997,738000,4088,17545,172
South Dakota,1998,738000,3458,14006,149
South Dakota,1999,733133,3255,14043,103
South Dakota,2000,754844,2896,12558,131
South Dakota,2001,758324,3087,12571,103
South Dakota,2002,760437,3034,12139,117
South Dakota,2003,764905,2878,11572,104
South Dakota,2004,770621,3148,10890,112
South Dakota,2005,774883,2505,10350,145
South Dakota,2006,781919,3024,9954,158
South Dakota,2007,796214,2647,10398,118
South Dakota,2008,804194,2683,10266,134
South Dakota,2009,812383,2621,10891,117
South Dakota,2010,816598,3192,11196,154
South Dakota,2011,823593,2927,11423,167
South Dakota,2012,833354,3258,12845,158
South Dakota,2013,844877,3372,11867,159
South Dakota,2014,853175,2818,12077,200
South Dakota,2015,858469,2960,12532,216
South Dakota,2016,865454,3000,12639,272
South Dakota,2017,869666,2707,12227,238
South Dakota,2018,882235,2571,11156,262
South Dakota,2019,884659,2646,11265,195
Tennessee,1960,3567089,16505,20162,961
Tennessee,1961,3615000,16702,20234,1100
Tennessee,1962,3634000,16772,24049,1266
Tennessee,1963,3694000,19056,25503,1048
Tennessee,1964,3798000,21321,27186,1148
Tennessee,1965,3845000,20107,26325,1100
Tennessee,1966,3883000,23394,33513,1337
Tennessee,1967,3892000,27703,36750,2199
Tennessee,1968,3976000,28616,38450,2830
Tennessee,1969,3985000,28492,38885,2996
Tennessee,1970,3924164,31656,40211,3218
Tennessee,1971,3990000,35964,43671,3452
Tennessee,1972,4031000,36049,45637,4076
Tennessee,1973,4126000,41663,56206,5383
Tennessee,1974,4129000,55745,65055,6490
Tennessee,1975,4188000,57766,89184,6987
Tennessee,1976,4214000,55647,93493,6215
Tennessee,1977,4299000,64154,76371,6266
Tennessee,1978,4357000,52876,76948,6639
Tennessee,1979,4380000,56710,84850,7277
Tennessee,1980,4545590,68251,98876,8208
Tennessee,1981,4610000,63811,100526,7916
Tennessee,1982,4651000,59934,110316,8173
Tennessee,1983,4685000,56498,97785,8094
Tennessee,1984,4717000,53002,92176,7867
Tennessee,1985,4762000,55563,97159,8614
Tennessee,1986,4803000,63649,102103,9978
Tennessee,1987,4855000,65632,107459,9409
Tennessee,1988,4919000,60894,106052,8537
Tennessee,1989,4940000,59621,109908,7926
Tennessee,1990,4877185,61646,124127,9325
Tennessee,1991,4953000,67608,131855,10543
Tennessee,1992,5024000,63665,127934,10964
Tennessee,1993,5099000,60299,137683,11224
Tennessee,1994,5175000,59080,138173,10735
Tennessee,1995,5256000,60086,147143,11732
Tennessee,1996,5320000,61896,152405,11902
Tennessee,1997,5368000,62899,156843,11487
Tennessee,1998,5431000,58432,148057,9667
Tennessee,1999,5483535,51362,142685,8598
Tennessee,2000,5689283,56344,154111,9465
Tennessee,2001,5749398,59705,165015,10219
Tennessee,2002,5789796,61248,161610,9413
Tennessee,2003,5845208,63323,166769,9413
Tennessee,2004,5893298,60386,169828,8863
Tennessee,2005,5955745,61508,169357,10009
Tennessee,2006,6038803,63024,164183,11143
Tennessee,2007,6156719,61817,168807,11033
Tennessee,2008,6214888,65093,166793,10804
Tennessee,2009,6296254,63832,158309,9653
Tennessee,2010,6357436,64293,153729,8361
Tennessee,2011,6399787,62830,153928,8082
Tennessee,2012,6456243,56181,148503,8169
Tennessee,2013,6495978,50999,143802,7307
Tennessee,2014,6549352,46642,141206,7265
Tennessee,2015,6600299,43247,137679,7474
Tennessee,2016,6651194,40312,134404,7813
Tennessee,2017,6715984,38716,140248,7862
Tennessee,2018,6770010,33132,137708,7190
Tennessee,2019,6829174,29869,132104,6150
Texas,1960,9579677,57589,123415,3031
Texas,1961,9788000,56814,120707,3042
Texas,1962,10116000,58017,126751,3192
Texas,1963,10323000,62867,133454,3700
Texas,1964,10397000,68170,151736,4479
Texas,1965,10551000,71636,159767,4509
Texas,1966,10752000,82651,176987,5987
Texas,1967,10869000,89387,195275,7558
Texas,1968,10972000,103095,214729,9091
Texas,1969,11187000,122152,241732,13045
Texas,1970,11196000,129866,251091,15280
Texas,1971,11460000,135648,247653,14220
Texas,1972,11649000,141613,233646,14013
Texas,1973,11794000,150463,248538,17056
Texas,1974,12050000,185928,297850,19757
Texas,1975,12237000,203821,362665,20076
Texas,1976,12487000,193280,400767,17352
Texas,1977,12830000,205672,383451,19552
Texas,1978,13014000,209770,398923,21395
Texas,1979,13385000,239758,412515,25667
Texas,1980,14169829,262600,450792,29547
Texas,1981,14755000,275978,454879,28528
Texas,1982,15280000,285967,501727,33618
Texas,1983,15724000,262198,503582,29769
Texas,1984,15989000,266074,529518,28540
Texas,1985,16370000,289825,595912,31680
Texas,1986,16682000,341747,665029,40021
Texas,1987,16789000,355597,711594,38053
Texas,1988,16780000,361972,739642,39301
Texas,1989,16991000,342346,741660,37913
Texas,1990,16986510,314512,731224,44297
Texas,1991,17349000,312693,734261,49700
Texas,1992,17656000,268928,689780,44588
Texas,1993,18031000,233913,664862,40469
Texas,1994,18378000,214687,623947,37643
Texas,1995,18724000,202642,632468,33667
Texas,1996,19128000,204390,659414,32804
Texas,1997,19439000,201059,645451,30522
Texas,1998,19760000,194883,606967,28677
Texas,1999,20044141,190362,613862,29405
Texas,2000,20851820,188975,637522,30257
Texas,2001,21370983,204362,669625,35348
Texas,2002,21736925,212602,688992,37580
Texas,2003,22103374,219877,698644,37017
Texas,2004,22471549,220118,696507,35817
Texas,2005,22928508,219828,677042,35790
Texas,2006,23507783,215710,648711,37256
Texas,2007,23904380,228320,663101,38778
Texas,2008,24326974,230046,654435,37739
Texas,2009,24782302,240058,678455,38022
Texas,2010,25253466,228597,654626,32843
Texas,2011,25631778,215755,613131,28620
Texas,2012,26059203,204810,606253,30382
Texas,2013,26448193,190898,605091,31801
Texas,2014,26956958,169234,576154,31181
Texas,2015,27469114,153054,557200,31934
Texas,2016,27862596,148740,551151,33317
Texas,2017,28304596,134066,523221,32267
Texas,2018,28701845,117911,491702,28256
Texas,2019,28995881,113902,501813,28988
United States,1960,179323175,912100,1855400,107840
United States,1961,182992000,949600,1913000,106670
United States,1962,185771000,994300,2089600,110860
United States,1963,188483000,1086400,2297800,116470
United States,1964,191141000,1213200,2514400,130390
United States,1965,193526000,1282500,2572600,138690
United States,1966,195576000,1410100,2822000,157990
United States,1967,197457000,1632100,3111600,202910
United States,1968,199399000,1858900,3482700,262840
United States,1969,201385000,1981900,3888600,298850
United States,1970,203235298,2205000,4225800,349860
United States,1971,206212000,2399300,4424200,387700
United States,1972,208230000,2375500,4151200,376290
United States,1973,209851000,2565500,4347900,384220
United States,1974,211392000,3039200,5262500,442400
United States,1975,213124000,3265300,5977700,470500
United States,1976,214659000,3108700,6270800,427810
United States,1977,216332000,3071500,5905700,412610
United States,1978,218059000,3128300,5991000,426930
United States,1979,220099000,3327700,6601000,480700
United States,1980,225349264,3795200,7136900,565840
United States,1981,229465714,3779700,7194400,592910
United States,1982,231664458,3447100,7142500,553130
United States,1983,233791994,3129851,6712759,506567
United States,1984,235824902,2984434,6591874,485008
United States,1985,237923795,3073348,6926380,497874
United States,1986,240132887,3241410,7257153,542775
United States,1987,242288918,3236184,7499851,517704
United States,1988,244498982,3218077,7705872,542968
United States,1989,246819230,3168170,7872442,578326
United States,1990,249464396,3073909,7945670,639271
United States,1991,252153092,3157150,8142228,687732
United States,1992,255029699,2979884,7915199,672478
United States,1993,257782608,2834808,7820909,659870
United States,1994,260327021,2712774,7879812,618949
United States,1995,262803276,2593784,7997710,580509
United States,1996,265228572,2506400,7904685,535594
United States,1997,267783607,2460526,7743760,498534
United States,1998,270248003,2332735,7376311,447186
United States,1999,272690813,2100739,6955520,409371
United States,2000,281421906,2050992,6971590,408016
United States,2001,285317559,2116531,7092267,423557
United States,2002,287973924,2151252,7057379,420806
United States,2003,290788976,2154834,7026802,414235
United States,2004,293656842,2144446,6937089,401470
United States,2005,296507061,2155448,6783447,417438
United States,2006,299398484,2194993,6626363,449246
United States,2007,301621157,2190198,6591542,447324
United States,2008,304059724,2228887,6586206,443563
United States,2009,307006550,2203313,6338095,408742
United States,2010,309330219,2168459,6204601,369089
United States,2011,311587816,2185140,6151095,354772
United States,2012,313914040,2103787,6150598,354522
United States,2013,316128839,1928465,6004453,345031
United States,2014,318857056,1729806,5858496,325802
United States,2015,321418820,1579527,5706346,327374
United States,2016,323127513,1515096,5638455,332198
United States,2017,325719178,1401840,5519107,319356
United States,2018,327167434,1230149,5217055,282061
United States,2019,328239523,1117696,5086096,267988
Utah,1960,890627,3655,17081,185
Utah,1961,916000,3558,13575,186
Utah,1962,967000,4170,15804,217
Utah,1963,983000,4916,16177,225
Utah,1964,992000,5233,16906,263
Utah,1965,990000,6008,19887,229
Utah,1966,1008000,6952,22806,368
Utah,1967,1024000,7020,22702,394
Utah,1968,1034000,7665,25532,348
Utah,1969,1045000,8867,28654,512
Utah,1970,1059273,9692,30006,563
Utah,1971,1099000,10053,33949,665
Utah,1972,1126000,10283,31891,701
Utah,1973,1157000,11446,31796,724
Utah,1974,1173000,13289,38391,889
Utah,1975,1206000,14325,40673,953
Utah,1976,1228000,13973,40548,852
Utah,1977,1268000,14856,38098,873
Utah,1978,1307000,15516,41642,869
Utah,1979,1367000,16115,50216,1062
Utah,1980,1458729,19283,57354,1170
Utah,1981,1516000,19326,58855,1286
Utah,1982,1554000,17202,57341,1344
Utah,1983,1619000,16446,58453,1041
Utah,1984,1652000,14176,56782,958
Utah,1985,1645000,15511,63668,908
Utah,1986,1665000,15233,67825,976
Utah,1987,1680000,15975,71038,887
Utah,1988,1691000,14898,71677,915
Utah,1989,1707000,15311,73210,898
Utah,1990,1722850,15172,73352,980
Utah,1991,1770000,14872,75041,976
Utah,1992,1813000,16045,76964,1014
Utah,1993,1860000,14708,72603,1090
Utah,1994,1908000,15089,74554,1213
Utah,1995,1951000,15623,89202,1309
Utah,1996,2000000,16965,87542,1377
Utah,1997,2059000,18335,89090,1408
Utah,1998,2100000,17070,84255,1385
Utah,1999,2129836,14592,78156,1158
Utah,2000,2233169,14348,73438,1242
Utah,2001,2278712,13804,70676,1197
Utah,2002,2318789,15124,74795,1140
Utah,2003,2352119,16961,75321,1258
Utah,2004,2420708,15225,74889,1236
Utah,2005,2490334,14971,72082,1095
Utah,2006,2550063,14721,66480,1242
Utah,2007,2645330,15594,68573,1425
Utah,2008,2736424,14766,70299,1421
Utah,2009,2784572,15258,69556,1304
Utah,2010,2775479,15095,67242,1269
Utah,2011,2814347,13170,64727,1079
Utah,2012,2855287,12943,66482,1100
Utah,2013,2900872,13333,64788,1243
Utah,2014,2942902,11518,65895,1312
Utah,2015,2995919,12468,68103,1326
Utah,2016,3051217,12836,67834,1541
Utah,2017,3101833,11817,64892,1468
Utah,2018,3161105,9968,57460,1236
Utah,2019,3205958,8871,53937,1125
Vermont,1960,389881,944,1898,9
Vermont,1961,395000,1324,1489,16
Vermont,1962,390000,1461,2133,18
Vermont,1963,390000,1614,2167,27
Vermont,1964,409000,1064,1968,13
Vermont,1965,397000,1286,2128,18
Vermont,1966,405000,1733,2238,16
Vermont,1967,417000,2156,2332,8
Vermont,1968,422000,2093,2505,26
Vermont,1969,439000,2632,3536,41
Vermont,1970,444732,3249,4308,34
Vermont,1971,458000,3325,5233,45
Vermont,1972,462000,3411,5802,49
Vermont,1973,464000,3719,6913,41
Vermont,1974,470000,4791,7551,65
Vermont,1975,471000,5181,9948,74
Vermont,1976,476000,4868,8821,85
Vermont,1977,483000,6512,10631,149
Vermont,1978,487000,6142,10543,70
Vermont,1979,493000,7779,15776,141
Vermont,1980,511299,7806,15278,199
Vermont,1981,515000,8033,15860,142
Vermont,1982,516000,6080,16160,119
Vermont,1983,525000,5724,14296,146
Vermont,1984,530000,5387,14054,122
Vermont,1985,535000,5210,13924,112
Vermont,1986,541000,5135,14593,120
Vermont,1987,548000,6085,15485,92
Vermont,1988,556000,6098,15591,89
Vermont,1989,567000,5835,15466,102
Vermont,1990,562758,6119,16424,66
Vermont,1991,567000,5784,15161,67
Vermont,1992,570000,4706,13507,51
Vermont,1993,576000,5036,16423,52
Vermont,1994,580000,4274,13154,71
Vermont,1995,585000,4451,14150,64
Vermont,1996,589000,3964,12124,91
Vermont,1997,589000,3611,11542,79
Vermont,1998,591000,3966,13084,56
Vermont,1999,593740,3537,11610,65
Vermont,2000,608827,3501,13184,117
Vermont,2001,612978,3150,12426,107
Vermont,2002,616408,3489,10684,77
Vermont,2003,619343,3017,10132,62
Vermont,2004,621233,3435,10537,78
Vermont,2005,622387,3185,10894,76
Vermont,2006,623908,3443,10857,114
Vermont,2007,621254,3200,10853,79
Vermont,2008,621270,3515,11802,93
Vermont,2009,621760,3471,11090,111
Vermont,2010,625909,3348,10373,76
Vermont,2011,626592,3838,10720,99
Vermont,2012,626011,3965,10616,112
Vermont,2013,626630,3313,10228,73
Vermont,2014,626562,2034,7273,70
Vermont,2015,626042,1968,6660,101
Vermont,2016,624594,2103,8217,106
Vermont,2017,623657,1854,6912,92
Vermont,2018,626299,1467,6316,70
Vermont,2019,623989,1275,7315,71
Virginia,1960,3966949,15594,37660,1042
Virginia,1961,4059000,17201,41626,1065
Virginia,1962,4177000,18034,42551,1070
Virginia,1963,4331000,19536,47339,1267
Virginia,1964,4378000,23553,54711,1517
Virginia,1965,4457000,24454,55751,1780
Virginia,1966,4507000,27968,57336,2006
Virginia,1967,4536000,32709,64808,2397
Virginia,1968,4597000,36153,71708,3027
Virginia,1969,4669000,35496,78912,3782
Virginia,1970,4648494,42514,99239,4437
Virginia,1971,4714000,43376,97888,5033
Virginia,1972,4764000,42729,88711,5408
Virginia,1973,4811000,45106,96428,5044
Virginia,1974,4908000,55997,118251,6253
Virginia,1975,4967000,57901,135634,6878
Virginia,1976,5032000,51279,133360,5444
Virginia,1977,5135000,50640,129464,4727
Virginia,1978,5148000,51006,132140,5000
Virginia,1979,5197000,56265,141923,5799
Virginia,1980,5323412,64020,153437,6392
Virginia,1981,5426000,63350,161678,7229
Virginia,1982,5491000,53457,153148,6708
Virginia,1983,5550000,51055,142714,6132
Virginia,1984,5636000,47436,138808,5765
Virginia,1985,5706000,44797,142800,5720
Virginia,1986,5787000,47021,145935,6118
Virginia,1987,5904000,47642,153690,6244
Virginia,1988,5996000,49069,165343,6748
Virginia,1989,6098000,46156,172645,6494
Virginia,1990,6187358,45236,187564,7626
Virginia,1991,6286000,49224,195652,8651
Virginia,1992,6377000,45217,185506,8787
Virginia,1993,6491000,43338,181104,9216
Virginia,1994,6552000,41855,181619,8704
Virginia,1995,6618000,39388,181333,8718
Virginia,1996,6675000,39255,184237,8181
Virginia,1997,6734000,38475,180406,8384
Virginia,1998,6791000,38094,170012,7171
Virginia,1999,6872912,32411,159896,6947
Virginia,2000,7078515,30434,146158,6295
Virginia,2001,7196750,31604,157060,6860
Virginia,2002,7287829,31757,157548,6961
Virginia,2003,7365284,29105,153367,6713
Virginia,2004,7481332,28759,154154,6899
Virginia,2005,7564327,29829,154584,7495
Virginia,2006,7642884,32166,143292,7779
Virginia,2007,7712091,32028,145634,7696
Virginia,2008,7769089,32188,151191,7470
Virginia,2009,7882590,31956,150374,6342
Virginia,2010,8023953,30804,145990,5678
Virginia,2011,8104384,30656,142476,5425
Virginia,2012,8185867,29511,138398,4706
Virginia,2013,8260405,26640,135478,4565
Virginia,2014,8326289,23122,129933,4292
Virginia,2015,8382993,21340,127019,4441
Virginia,2016,8411808,20018,126606,4803
Virginia,2017,8470020,18468,123215,4332
Virginia,2018,8517685,15574,115533,3604
Virginia,2019,8535519,13900,116044,3524
Washington,1960,2853214,13908,43657,886
Washington,1961,2902000,13694,44450,902
Washington,1962,3006000,14695,48212,912
Washington,1963,3050000,16134,49490,914
Washington,1964,2984000,17914,55011,850
Washington,1965,2990000,18271,54290,905
Washington,1966,2980000,19958,61563,1094
Washington,1967,3087000,25859,76049,1686
Washington,1968,3276000,33399,79790,3223
Washington,1969,3402000,44106,92411,3844
Washington,1970,3409169,49244,97279,3189
Washington,1971,3449000,48038,100447,3219
Washington,1972,3443000,47563,94336,3016
Washington,1973,3429000,52819,99522,3302
Washington,1974,3476000,61611,121132,4015
Washington,1975,3544000,61065,129060,4395
Washington,1976,3612000,59324,123324,4317
Washington,1977,3658000,58732,123894,3886
Washington,1978,3774000,66672,133931,4719
Washington,1979,3926000,70024,152204,4739
Washington,1980,4113331,76598,172468,5558
Washington,1981,4212000,79696,171994,5475
Washington,1982,4245000,71322,166188,5003
Washington,1983,4300000,70526,163953,4533
Washington,1984,4349000,74021,162905,5247
Washington,1985,4409000,79859,176501,5821
Washington,1986,4463000,83078,190420,6031
Washington,1987,4538000,86428,194131,6417
Washington,1988,4619000,85711,201301,6738
Washington,1989,4761000,73563,196122,6672
Washington,1990,4866692,61460,195221,6326
Washington,1991,5018000,61996,205814,7303
Washington,1992,5136000,57612,207755,7178
Washington,1993,5255000,56083,205701,7204
Washington,1994,5343000,55793,212198,7464
Washington,1995,5431000,59265,224861,7209
Washington,1996,5533000,58512,215706,6587
Washington,1997,5610000,62064,213823,6734
Washington,1998,5689000,60446,213773,6577
Washington,1999,5756361,54652,192334,5808
Washington,2000,5894121,53476,190650,5812
Washington,2001,5993390,53024,195133,5934
Washington,2002,6067060,54948,193526,5797
Washington,2003,6131298,58271,192653,5718
Washington,2004,6207046,60632,196972,5866
Washington,2005,6291899,60343,198031,5788
Washington,2006,6395798,58843,183179,6424
Washington,2007,6468424,52874,170782,6079
Washington,2008,6549224,53136,167013,6419
Washington,2009,6664195,53047,168421,6711
Washington,2010,6742950,55192,168490,5929
Washington,2011,6823267,56561,162828,5627
Washington,2012,6897012,60725,165206,5745
Washington,2013,6971406,58353,171910,5819
Washington,2014,7061530,55290,175769,5640
Washington,2015,7170351,50993,170509,5449
Washington,2016,7288000,49180,173187,5651
Washington,2017,7405743,43720,162511,5390
Washington,2018,7535591,40201,154133,5572
Washington,2019,7614893,34540,145282,5147
West Virginia,1960,1860421,4358,6558,238
West Virginia,1961,1850000,4396,5426,216
West Virginia,1962,1773000,3837,6996,273
West Virginia,1963,1778000,4023,7164,260
West Virginia,1964,1797000,4818,7375,303
West Virginia,1965,1812000,4600,7577,261
West Virginia,1966,1794000,4651,9146,342
West Virginia,1967,1798000,5365,9745,347
West Virginia,1968,1805000,6313,11096,460
West Virginia,1969,1819000,5870,10906,347
West Virginia,1970,1744237,6777,13497,476
West Virginia,1971,1752000,6792,13507,620
West Virginia,1972,1781000,7356,13976,562
West Virginia,1973,1794000,7459,14799,501
West Virginia,1974,1791000,9883,17074,631
West Virginia,1975,1803000,10656,22154,820
West Virginia,1976,1821000,10437,26568,692
West Virginia,1977,1859000,11106,24942,784
West Virginia,1978,1860000,12059,23776,862
West Virginia,1979,1878000,11959,24755,825
West Virginia,1980,1930787,14258,27606,936
West Virginia,1981,1951000,15122,28884,979
West Virginia,1982,1948000,13985,27962,970
West Virginia,1983,1965000,13455,27134,869
West Virginia,1984,1952000,12649,26296,744
West Virginia,1985,1936000,11972,25191,728
West Virginia,1986,1919000,11999,26055,787
West Virginia,1987,1897000,11450,24436,591
West Virginia,1988,1884000,11510,25147,644
West Virginia,1989,1857000,11635,26608,793
West Virginia,1990,1793477,11785,27310,680
West Virginia,1991,1801000,12009,29369,779
West Virginia,1992,1812000,11287,29200,788
West Virginia,1993,1820000,10904,28456,782
West Virginia,1994,1822000,10673,28189,772
West Virginia,1995,1828000,10329,27724,781
West Virginia,1996,1826000,9979,28300,737
West Virginia,1997,1816000,10647,26934,782
West Virginia,1998,1811000,11110,27127,676
West Virginia,1999,1806928,10303,28760,661
West Virginia,2000,1808344,9890,28139,749
West Virginia,2001,1800975,9601,28268,707
West Virginia,2002,1804884,9677,27524,657
West Virginia,2003,1811440,10498,28409,701
West Virginia,2004,1812548,10994,31566,774
West Virginia,2005,1814083,11334,32603,816
West Virginia,2006,1818470,11579,32305,853
West Virginia,2007,1812035,10822,31321,847
West Virginia,2008,1814468,10840,31967,896
West Virginia,2009,1819777,12005,31453,914
West Virginia,2010,1854368,10778,28104,776
West Virginia,2011,1854908,10245,26656,802
West Virginia,2012,1855413,11291,30378,838
West Virginia,2013,1854304,9674,27423,651
West Virginia,2014,1850326,8973,26779,651
West Virginia,2015,1844128,9170,25842,760
West Virginia,2016,1831102,9301,25677,720
West Virginia,2017,1815857,7628,23000,524
West Virginia,2018,1805832,5354,18954,572
West Virginia,2019,1792147,5891,20066,378
Wisconsin,1960,3951777,7847,32035,327
Wisconsin,1961,4022000,9021,34197,361
Wisconsin,1962,4092000,8757,34041,348
Wisconsin,1963,4061000,9584,38919,393
Wisconsin,1964,4107000,11725,45756,451
Wisconsin,1965,4144000,11871,45701,475
Wisconsin,1966,4161000,14346,54736,537
Wisconsin,1967,4189000,18862,62703,1171
Wisconsin,1968,4213000,21225,67312,1394
Wisconsin,1969,4233000,21101,71330,1196
Wisconsin,1970,4417933,23792,82178,1462
Wisconsin,1971,4476000,28172,91837,1411
Wisconsin,1972,4520000,28862,89642,1661
Wisconsin,1973,4569000,32467,96953,2226
Wisconsin,1974,4566000,38212,110395,3025
Wisconsin,1975,4607000,42317,122794,3381
Wisconsin,1976,4609000,38891,124275,2734
Wisconsin,1977,4651000,39390,121588,2426
Wisconsin,1978,4679000,39599,125037,2336
Wisconsin,1979,4720000,44806,141880,2857
Wisconsin,1980,4680917,50524,154070,3310
Wisconsin,1981,4739000,50813,155892,3249
Wisconsin,1982,4765000,46564,147177,3393
Wisconsin,1983,4751000,41980,141434,3415
Wisconsin,1984,4766000,39755,138526,3167
Wisconsin,1985,4775000,37987,133349,3351
Wisconsin,1986,4785000,37464,134083,3483
Wisconsin,1987,4807000,40502,136058,3192
Wisconsin,1988,4858000,35423,134046,3258
Wisconsin,1989,4867000,35683,140040,3659
Wisconsin,1990,4891769,36755,144924,5514
Wisconsin,1991,4955000,37241,148695,5895
Wisconsin,1992,5007000,34645,146198,5997
Wisconsin,1993,5038000,33400,139148,5714
Wisconsin,1994,5082000,32824,135559,5739
Wisconsin,1995,5123000,31416,134623,5384
Wisconsin,1996,5160000,30356,135941,4982
Wisconsin,1997,5170000,29503,131002,5214
Wisconsin,1998,5224000,29740,128134,4474
Wisconsin,1999,5250446,25633,120702,4449
Wisconsin,2000,5363675,25183,119605,4537
Wisconsin,2001,5405947,26927,125275,4444
Wisconsin,2002,5439692,27926,123365,4713
Wisconsin,2003,5474290,26546,118775,4397
Wisconsin,2004,5503533,23854,111482,4067
Wisconsin,2005,5527644,24448,110531,4555
Wisconsin,2006,5556506,27038,115682,5564
Wisconsin,2007,5601640,27890,117957,5480
Wisconsin,2008,5627967,27459,116456,5163
Wisconsin,2009,5654774,26813,111947,4904
Wisconsin,2010,5691659,26636,107993,4516
Wisconsin,2011,5709843,27167,104472,4600
Wisconsin,2012,5726398,27945,104352,4622
Wisconsin,2013,5742713,24347,93953,4834
Wisconsin,2014,5757564,21216,89103,5066
Wisconsin,2015,5771337,19554,83385,5232
Wisconsin,2016,5778708,19425,82337,4706
Wisconsin,2017,5795483,17599,77735,4345
Wisconsin,2018,5813568,14099,67953,3489
Wisconsin,2019,5822434,12667,65620,2991
Wyoming,1960,330066,990,4620,176
Wyoming,1961,338000,1226,4747,121
Wyoming,1962,365000,1038,4177,51
Wyoming,1963,337000,1163,4457,72
Wyoming,1964,343000,1301,4562,46
Wyoming,1965,340000,1235,4752,61
Wyoming,1966,329000,1263,5257,69
Wyoming,1967,315000,1594,5159,43
Wyoming,1968,315000,1717,5606,39
Wyoming,1969,320000,1808,5984,51
Wyoming,1970,332416,2147,6810,73
Wyoming,1971,340000,1993,6433,68
Wyoming,1972,345000,2057,7190,117
Wyoming,1973,353000,2470,8058,116
Wyoming,1974,359000,2970,8846,153
Wyoming,1975,374000,3229,10512,185
Wyoming,1976,390000,2982,10726,114
Wyoming,1977,406000,3295,11255,161
Wyoming,1978,424000,3545,12871,204
Wyoming,1979,450000,3887,14607,190
Wyoming,1980,468954,4238,15686,208
Wyoming,1981,492000,4728,16972,206
Wyoming,1982,502000,4432,16903,172
Wyoming,1983,514000,3626,14932,153
Wyoming,1984,511000,3279,13518,118
Wyoming,1985,509000,3515,14732,102
Wyoming,1986,507000,4144,15606,114
Wyoming,1987,490000,3516,14171,98
Wyoming,1988,471000,3103,13432,71
Wyoming,1989,475000,3001,13593,81
Wyoming,1990,453588,2862,14194,72
Wyoming,1991,460000,3184,14867,79
Wyoming,1992,466000,3127,16003,84
Wyoming,1993,470000,3023,14470,81
Wyoming,1994,476000,3097,15254,79
Wyoming,1995,480000,2938,15774,86
Wyoming,1996,481000,3184,15408,98
Wyoming,1997,480000,2998,15198,85
Wyoming,1998,481000,2696,13759,78
Wyoming,1999,479602,2349,12523,74
Wyoming,2000,493782,2078,12318,70
Wyoming,2001,493754,2481,12943,84
Wyoming,2002,498830,2448,13303,93
Wyoming,2003,502111,2611,13239,84
