District of Columbia,1990,12035,30326,7365,606900,,
District of Columbia,1991,12405,29182,7269,598000,,
District of Columbia,1992,10721,30663,7459,589000,,
District of Columbia,1993,11534,31495,7107,578000,,
District of Columbia,1994,10037,29711,6311,570000,,
District of Columbia,1995,10185,32319,6864,554000,,
District of Columbia,1996,9828,31385,6444,543000,,
District of Columbia,1997,6963,26809,4501,529000,,
District of Columbia,1998,6361,24360,3606,523000,,
District of Columbia,1999,5067,21701,3344,519000,,
District of Columbia,2000,4745,21655,3554,572059,,
District of Columbia,2001,4949,22313,3780,573822,,
District of Columbia,2002,5170,21708,3834,569157,,
District of Columbia,2003,4671,18119,3941,557620,,
District of Columbia,2004,3946,14542,3202,554239,,
District of Columbia,2005,3577,14836,3700,582049,,
District of Columbia,2006,3835,15908,3829,581530,,
District of Columbia,2007,3926,17390,4265,588292,,
District of Columbia,2008,3788,19958,4430,591833,6.5,38469
District of Columbia,2009,3696,19267,4404,599657,9.3,55768
District of Columbia,2010,4233,19514,4325,604912,9.4,56862
District of Columbia,2011,3850,21347,4094,619020,10.2,63140
District of Columbia,2012,3519,23556,4036,632323,9.0,56909
District of Columbia,2013,3316,24533,4078,646449,8.5,54948
District of Columbia,2014,3466,26898,3497,658893,7.8,51394
District of Columbia,2015,2971,25200,3742,672228,6.9,46384
District of Columbia,2016,2361,27382,3480,681170,6.1,41551
District of Columbia,2017,1809,25333,2623,693972,6.1,42332
District of Columbia,2018,1788,26343,2415,702455,5.6,39337
District of Columbia,2019,1843,26645,2713,705749,,
Florida,1960,39966,73603,4005,4951560,,
Florida,1961,37627,70655,3746,5222000,,
Florida,1962,40575,78266,3457,5459000,,
Florida,1963,46604,89034,4017,5652000,,
Florida,1964,54959,108307,4958,5705000,,
Florida,1965,55556,107733,5146,5805000,,
Florida,1966,62839,123424,5933,5941000,,
Florida,1967,73188,132298,7850,5995000,,
Florida,1968,81743,147745,9849,6160000,,
Florida,1969,86308,161291,10345,6354000,,
Florida,1970,106036,194216,12636,6789443,,
Florida,1971,118175,215037,13422,7041000,,
Florida,1972,116516,206962,13745,7259000,,
Florida,1973,142597,234073,17069,7678000,,
Florida,1974,185042,318708,22263,8090000,,
Florida,1975,196358,354374,20031,8357000,,
Florida,1976,164609,343069,15695,8421000,,
Florida,1977,157195,324601,15885,8452000,,
Florida,1978,170061,338299,17701,8594000,,
Florida,1979,190884,378099,22097,8860000,,
Florida,1980,239825,424223,34015,9567112,,
Florida,1981,241536,431222,35473,10166000,,
Florida,1982,211932,427462,31002,10416000,,
Florida,1983,191902,400796,28126,10680000,,
Florida,1984,198446,408153,30311,10976000,,
Florida,1985,228402,465792,35506,11366000,,
Florida,1986,259331,510496,42822,11675000,,
Florida,1987,271346,546466,42869,12023000,,
Florida,1988,283960,589215,49916,12377000,,
Florida,1989,289254,583702,51188,12671000,,
Florida,1990,280832,591210,53928,12937926,,
Florida,1991,266313,607222,53083,13277000,,
Florida,1992,254755,598093,49482,13488000,,
Florida,1993,251063,603784,48913,13679000,,
Florida,1994,237341,626578,45871,13953000,,
Florida,1995,215657,612311,42485,14166000,,
Florida,1996,219056,605448,41643,14400000,,
Florida,1997,213926,594492,40459,14654000,,
Florida,1998,203105,579752,36198,14916000,,
Florida,1999,181378,534105,31969,15111244,,
Florida,2000,172898,518298,31809,15982378,,
Florida,2001,176052,516548,32867,16373330,,
Florida,2002,177242,511478,32581,16691701,,
Florida,2003,170644,505489,31523,16999181,,
Florida,2004,166332,482484,29997,17385430,,
Florida,2005,164783,472912,30141,17768191,,
Florida,2006,170873,473774,34147,18089888,,
Florida,2007,181836,490783,38155,18251243,,
Florida,2008,188472,506902,36268,18328340,,
Florida,2009,181884,479867,30911,18537969,,
Florida,2010,169119,458454,26086,18838613,,
Florida,2011,170171,461408,25622,19082262,,
Florida,2012,153563,442095,23889,19317568,,
Florida,2013,138916,433344,23200,19552860,,
Florida,2014,143220,493647,24914,19893297,,
Florida,2015,109268,420341,21137,20271272,,
Florida,2016,100325,410352,20175,20612439,,
Florida,2017,88853,395453,18597,20984400,,
Florida,2018,71933,372919,16884,21299325,,
